movieId	title	genres	year	imdbId	tags	rating
34	['Babe']	['Children', 'Drama']	['1995']	112431	['Animal movie', 'pigs', 'villain nonexistent or not needed for good story']	3.65
36	['Dead Man Walking']	['Crime', 'Drama']	['1995']	112818	['death penalty', 'Nun']	3.84
38	['It Takes Two']	['Children', 'Comedy']	['1995']	113442	['twins']	2.12
39	['Clueless']	['Comedy', 'Romance']	['1995']	112697	['chick flick', 'funny', 'Paul Rudd', 'quotable', 'seen more than once', 'Emma', 'Jane Austen']	3.29
40	['Cry, the Beloved Country']	['Drama']	['1995']	112749	['In Netflix queue', 'South Africa']	4.25
41	['Richard III']	['Drama', 'War']	['1995']	114279	['Shakespeare']	3.7
42	['Dead Presidents']	['Action', 'Crime', 'Drama']	['1995']	112819	NULL	3.0
43	['Restoration']	['Drama']	['1995']	114272	['England']	3.19
44	['Mortal Kombat']	['Action', 'Adventure', 'Fantasy']	['1995']	113855	NULL	2.54
45	['To Die For']	['Comedy', 'Drama', 'Thriller']	['1995']	114681	['Journalism']	3.31
46	['How to Make an American Quilt']	['Drama', 'Romance']	['1995']	113347	['wedding']	3.07
47	['Seven (a.k.a. Se7en)']	['Mystery', 'Thriller']	['1995']	114369	['mystery', 'twist ending', 'serial killer']	3.98
48	['Pocahontas']	['Animation', 'Children', 'Drama', 'Musical', 'Romance']	['1995']	114148	NULL	3.15
49	['When Night Is Falling']	['Drama', 'Romance']	['1995']	114916	NULL	3.0
50	['Usual Suspects, The']	['Crime', 'Mystery', 'Thriller']	['1995']	114814	['mindfuck', 'suspense', 'thriller', 'tricky', 'twist ending', 'heist']	4.24
52	['Mighty Aphrodite']	['Comedy', 'Drama', 'Romance']	['1995']	113819	['adoption', 'prostitution']	3.46
53	['Lamerica']	['Adventure', 'Drama']	['1994']	110299	NULL	5.0
54	['Big Green, The']	['Children', 'Comedy']	['1995']	112499	NULL	2.33
55	['Georgia']	['Drama']	['1995']	113158	NULL	4.0
57	['Home for the Holidays']	['Drama']	['1995']	113321	NULL	3.06
58	['Postman, The (Postino, Il)']	['Comedy', 'Drama', 'Romance']	['1994']	110877	['writing']	4.03
60	['Indian in the Cupboard, The']	['Adventure', 'Children', 'Fantasy']	['1995']	113419	NULL	3.24
61	['Eye for an Eye']	['Drama', 'Thriller']	['1996']	116260	NULL	3.75
62	"[""Mr. Holland's Opus""]"	['Drama']	['1995']	113862	['music']	3.71
63	"[""Don't Be a Menace to South Central While Drinking Your Juice in the Hood""]"	['Comedy', 'Crime']	['1996']	116126	NULL	2.71
64	['Two if by Sea']	['Comedy', 'Romance']	['1996']	118002	NULL	2.2
65	['Bio-Dome']	['Comedy']	['1996']	115683	NULL	2.53
66	['Lawnmower Man 2: Beyond Cyberspace']	['Action', 'Sci-Fi', 'Thriller']	['1996']	116839	NULL	2.5
68	['French Twist (Gazon maudit)']	['Comedy', 'Romance']	['1995']	113149	NULL	3.4
69	['Friday']	['Comedy']	['1995']	113118	NULL	3.78
70	['From Dusk Till Dawn']	['Action', 'Comedy', 'Horror', 'Thriller']	['1996']	116367	NULL	3.51
71	['Fair Game']	['Action']	['1995']	113010	NULL	1.7
72	['Kicking and Screaming']	['Comedy', 'Drama']	['1995']	113537	NULL	3.21
73	['Misérables, Les']	['Drama', 'War']	['1995']	113828	NULL	3.46
74	['Bed of Roses']	['Drama', 'Romance']	['1996']	115644	NULL	4.0
75	['Big Bully']	['Comedy', 'Drama']	['1996']	115676	NULL	2.2
76	['Screamers']	['Action', 'Sci-Fi', 'Thriller']	['1995']	114367	NULL	3.4
77	['Nico Icon']	['Documentary']	['1995']	113973	NULL	4.0
78	['Crossing Guard, The']	['Action', 'Crime', 'Drama', 'Thriller']	['1995']	112744	NULL	3.33
79	['Juror, The']	['Drama', 'Thriller']	['1996']	116731	NULL	2.76
80	['White Balloon, The (Badkonake sefid)']	['Children', 'Drama']	['1995']	112445	NULL	4.0
81	"[""Things to Do in Denver When You're Dead""]"	['Crime', 'Drama', 'Romance']	['1995']	114660	NULL	3.11
82	"[""Antonia's Line (Antonia)""]"	['Comedy', 'Drama']	['Antonia', '1995']	112379	NULL	3.88
83	['Once Upon a Time... When We Were Colored']	['Drama', 'Romance']	['1995']	114039	NULL	3.0
85	['Angels and Insects']	['Drama', 'Romance']	['1995']	112365	NULL	3.86
86	['White Squall']	['Action', 'Adventure', 'Drama']	['1996']	118158	NULL	3.97
87	['Dunston Checks In']	['Children', 'Comedy']	['1996']	116151	NULL	2.5
88	['Black Sheep']	['Comedy']	['1996']	115697	NULL	3.16
89	['Nick of Time']	['Action', 'Thriller']	['1995']	113972	NULL	3.25
92	['Mary Reilly']	['Drama', 'Horror', 'Thriller']	['1996']	117002	['Jekyll and Hyde']	2.62
93	['Vampire in Brooklyn']	['Comedy', 'Horror', 'Romance']	['1995']	114825	NULL	2.83
94	['Beautiful Girls']	['Comedy', 'Drama', 'Romance']	['1996']	115639	NULL	3.95
95	['Broken Arrow']	['Action', 'Adventure', 'Thriller']	['1996']	115759	NULL	3.02
96	['In the Bleak Midwinter']	['Comedy', 'Drama']	['1995']	113403	['theater']	3.5
97	['Hate (Haine, La)']	['Crime', 'Drama']	['1995']	113247	NULL	3.9
99	['Heidi Fleiss: Hollywood Madam']	['Documentary']	['1995']	113283	NULL	5.0
100	['City Hall']	['Drama', 'Thriller']	['1996']	115907	NULL	2.79
101	['Bottle Rocket']	['Adventure', 'Comedy', 'Crime', 'Romance']	['1996']	115734	['crime', 'off-beat comedy', 'quirky']	3.78
102	['Mr. Wrong']	['Comedy']	['1996']	117102	NULL	2.4
103	['Unforgettable']	['Mystery', 'Sci-Fi', 'Thriller']	['1996']	118040	NULL	3.0
104	['Happy Gilmore']	['Comedy']	['1996']	116483	['test tag', 'golf', 'Adam Sandler']	3.44
105	['Bridges of Madison County, The']	['Drama', 'Romance']	['1995']	112579	NULL	3.28
106	['Nobody Loves Me (Keiner liebt mich)']	['Comedy', 'Drama']	['1994']	110251	NULL	4.0
107	['Muppet Treasure Island']	['Adventure', 'Children', 'Comedy', 'Musical']	['1996']	117110	['muppets']	3.33
108	['Catwalk']	['Documentary']	['1996']	112646	NULL	4.0
110	['Braveheart']	['Action', 'Drama', 'War']	['1995']	112573	['beautiful scenery', 'epic', 'historical', 'inspirational', 'Medieval', 'mel gibson', 'Oscar (Best Cinematography)', 'revenge', 'sword fight', 'Scotland']	4.03
111	['Taxi Driver']	['Crime', 'Drama', 'Thriller']	['1976']	75314	['assassination']	4.11
112	['Rumble in the Bronx (Hont faan kui)']	['Action', 'Adventure', 'Comedy', 'Crime']	['1995']	113326	NULL	3.54
113	['Before and After']	['Drama', 'Mystery']	['1996']	115645	NULL	3.33
116	['Anne Frank Remembered']	['Documentary']	['1995']	112373	['Holocaust']	3.9
117	"[""Young Poisoner's Handbook, The""]"	['Crime', 'Drama']	['1995']	115033	NULL	3.0
118	['If Lucy Fell']	['Comedy', 'Romance']	['1996']	116606	NULL	2.5
119	['Steal Big, Steal Little']	['Comedy']	['1995']	114536	NULL	3.0
121	['Boys of St. Vincent, The']	['Drama']	['1992']	106473	NULL	4.0
122	['Boomerang']	['Comedy', 'Romance']	['1992']	103859	['dating']	2.66
123	['Chungking Express (Chung Hing sam lam)']	['Drama', 'Mystery', 'Romance']	['1994']	109424	NULL	4.38
125	['Flirting With Disaster']	['Comedy']	['1996']	116324	NULL	3.58
126	['NeverEnding Story III, The']	['Adventure', 'Children', 'Fantasy']	['1994']	110647	NULL	2.0
128	"[""Jupiter's Wife""]"	['Documentary']	['1994']	110217	NULL	3.0
129	['Pie in the Sky']	['Comedy', 'Romance']	['1996']	114131	NULL	2.0
132	['Jade']	['Thriller']	['1995']	113451	NULL	2.83
135	['Down Periscope']	['Comedy']	['1996']	116130	NULL	2.95
137	['Man of the Year']	['Documentary']	['1995']	113756	NULL	3.0
140	['Up Close and Personal']	['Drama', 'Romance']	['1996']	118055	['journalism']	3.5
141	['Birdcage, The']	['Comedy']	['1996']	115685	NULL	3.49
144	['Brothers McMullen, The']	['Comedy']	['1995']	112585	NULL	3.33
145	['Bad Boys']	['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']	['1995']	112442	NULL	3.25
146	['Amazing Panda Adventure, The']	['Adventure', 'Children']	['1995']	112342	NULL	3.33
147	['Basketball Diaries, The']	['Drama']	['1995']	112461	['addiction', 'heroin', 'Leonardo DiCaprio', 'Mark Wahlberg']	3.47
148	['Awfully Big Adventure, An']	['Drama']	['1995']	112427	NULL	5.0
149	['Amateur']	['Crime', 'Drama', 'Thriller']	['1994']	109093	NULL	2.0
150	['Apollo 13']	['Adventure', 'Drama', 'IMAX']	['1995']	112384	['moon', 'NASA', 'space']	3.85
151	['Rob Roy']	['Action', 'Drama', 'Romance', 'War']	['1995']	114287	NULL	3.55
152	['Addiction, The']	['Drama', 'Horror']	['1995']	112288	NULL	1.5
153	['Batman Forever']	['Action', 'Adventure', 'Comedy', 'Crime']	['1995']	112462	['superhero']	2.92
154	['Beauty of the Day (Belle de jour)']	['Drama']	['1967']	61395	NULL	3.88
155	['Beyond Rangoon']	['Adventure', 'Drama', 'War']	['1995']	112495	NULL	2.42
156	['Blue in the Face']	['Comedy', 'Drama']	['1995']	112541	NULL	3.33
157	['Canadian Bacon']	['Comedy', 'War']	['1995']	109370	NULL	2.86
158	['Casper']	['Adventure', 'Children']	['1995']	112642	NULL	2.81
159	['Clockers']	['Crime', 'Drama', 'Mystery']	['1995']	112688	NULL	2.89
160	['Congo']	['Action', 'Adventure', 'Mystery', 'Sci-Fi']	['1995']	112715	['Michael Crichton']	2.88
161	['Crimson Tide']	['Drama', 'Thriller', 'War']	['1995']	112740	['submarine']	3.64
162	['Crumb']	['Documentary']	['1994']	109508	['In Netflix queue']	4.21
163	['Desperado']	['Action', 'Romance', 'Western']	['1995']	112851	NULL	3.56
164	['Devil in a Blue Dress']	['Crime', 'Film-Noir', 'Mystery', 'Thriller']	['1995']	112857	NULL	3.32
165	['Die Hard: With a Vengeance']	['Action', 'Crime', 'Thriller']	['1995']	112864	NULL	3.56
166	['Doom Generation, The']	['Comedy', 'Crime', 'Drama']	['1995']	112887	NULL	2.83
168	['First Knight']	['Action', 'Drama', 'Romance']	['1995']	113071	NULL	3.08
169	['Free Willy 2: The Adventure Home']	['Adventure', 'Children', 'Drama']	['1995']	113114	NULL	2.4
170	['Hackers']	['Action', 'Adventure', 'Crime', 'Thriller']	['1995']	113243	NULL	3.23
171	['Jeffrey']	['Comedy', 'Drama']	['1995']	113464	NULL	3.83
172	['Johnny Mnemonic']	['Action', 'Sci-Fi', 'Thriller']	['1995']	113481	NULL	2.68
173	['Judge Dredd']	['Action', 'Crime', 'Sci-Fi']	['1995']	113492	NULL	2.67
174	['Jury Duty']	['Comedy']	['1995']	113500	NULL	2.7
175	['Kids']	['Drama']	['1995']	113540	['controversial', 'New York City', 'Nudity (Full Frontal)']	3.98
176	['Living in Oblivion']	['Comedy']	['1995']	113677	NULL	4.31
177	['Lord of Illusions']	['Horror']	['1995']	113690	NULL	2.75
178	['Love & Human Remains']	['Comedy', 'Drama']	['1993']	107447	NULL	1.0
179	['Mad Love']	['Drama', 'Romance']	['1995']	113729	NULL	1.5
180	['Mallrats']	['Comedy', 'Romance']	['1995']	113749	NULL	3.4
181	['Mighty Morphin Power Rangers: The Movie']	['Action', 'Children']	['1995']	113820	NULL	2.26
183	['Mute Witness']	['Comedy', 'Horror', 'Thriller']	['1994']	110604	NULL	3.5
184	['Nadja']	['Drama']	['1994']	110620	NULL	3.5
185	['Net, The']	['Action', 'Crime', 'Thriller']	['1995']	113957	['computers']	3.04
186	['Nine Months']	['Comedy', 'Romance']	['1995']	113986	NULL	2.82
187	['Party Girl']	['Comedy']	['1995']	114095	NULL	4.12
188	['Prophecy, The']	['Fantasy', 'Horror', 'Mystery']	['1995']	114194	NULL	3.46
189	['Reckless']	['Comedy', 'Fantasy']	['1995']	114241	NULL	3.0
190	['Safe']	['Thriller']	['1995']	114323	NULL	2.8
191	['Scarlet Letter, The']	['Drama', 'Romance']	['1995']	114345	NULL	2.42
193	['Showgirls']	['Drama']	['1995']	114436	NULL	2.47
194	['Smoke']	['Comedy', 'Drama']	['1995']	114478	NULL	3.67
195	['Something to Talk About']	['Comedy', 'Drama', 'Romance']	['1995']	114496	NULL	3.1
196	['Species']	['Horror', 'Sci-Fi']	['1995']	114508	NULL	2.67
198	['Strange Days']	['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']	['1995']	114558	NULL	3.25
199	['Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)']	['Drama', 'Musical', 'Romance']	['1964']	58450	['Made me cry']	4.12
201	['Three Wishes']	['Drama', 'Fantasy']	['1995']	114663	NULL	3.0
202	['Total Eclipse']	['Drama', 'Romance']	['1995']	114702	NULL	3.0
203	['To Wong Foo, Thanks for Everything! Julie Newmar']	['Comedy']	['1995']	114682	NULL	3.43
204	['Under Siege 2: Dark Territory']	['Action']	['1995']	114781	NULL	2.72
205	['Unstrung Heroes']	['Comedy', 'Drama']	['1995']	114798	NULL	3.17
206	['Unzipped']	['Documentary']	['1995']	114805	NULL	3.0
207	['Walk in the Clouds, A']	['Drama', 'Romance']	['1995']	114887	NULL	3.43
208	['Waterworld']	['Action', 'Adventure', 'Sci-Fi']	['1995']	114898	NULL	2.91
209	"[""White Man's Burden""]"	['Drama']	['1995']	114928	NULL	3.17
210	['Wild Bill']	['Western']	['1995']	114938	NULL	3.0
211	['Browning Version, The']	['Drama']	['1994']	109340	NULL	3.5
212	['Bushwhacked']	['Adventure', 'Comedy', 'Crime', 'Mystery']	['1995']	112602	NULL	3.0
213	['Burnt by the Sun (Utomlyonnye solntsem)']	['Drama']	['1994']	111579	NULL	3.83
214	['Before the Rain (Pred dozhdot)']	['Drama', 'War']	['1994']	110882	NULL	4.0
215	['Before Sunrise']	['Drama', 'Romance']	['1995']	112471	['generation X']	4.04
216	['Billy Madison']	['Comedy']	['1995']	112508	['school', 'Adam Sandler', 'stop looking at me swan']	3.33
217	['Babysitter, The']	['Drama', 'Thriller']	['1995']	112438	NULL	2.33
218	['Boys on the Side']	['Comedy', 'Drama']	['1995']	112571	NULL	3.43
219	['Cure, The']	['Drama']	['1995']	112757	NULL	3.0
220	['Castle Freak']	['Horror']	['1995']	112643	NULL	3.0
222	['Circle of Friends']	['Drama', 'Romance']	['1995']	112679	['Ireland']	3.75
223	['Clerks']	['Comedy']	['1994']	109445	['cynical', 'hilarious', 'independent film', 'quirky', 'witty', 'generation X']	3.86
224	['Don Juan DeMarco']	['Comedy', 'Drama', 'Romance']	['1995']	112883	['mental illness', 'psychology']	3.61
225	['Disclosure']	['Drama', 'Thriller']	['1994']	109635	NULL	3.54
227	['Drop Zone']	['Action', 'Thriller']	['1994']	109676	NULL	2.86
228	['Destiny Turns on the Radio']	['Comedy']	['1995']	112854	NULL	2.33
229	['Death and the Maiden']	['Drama', 'Thriller']	['1994']	109579	NULL	3.43
230	['Dolores Claiborne']	['Drama', 'Thriller']	['1995']	109642	['Stephen King']	3.4
231	['Dumb & Dumber (Dumb and Dumber)']	['Adventure', 'Comedy']	['1994']	109686	NULL	3.06
232	['Eat Drink Man Woman (Yin shi nan nu)']	['Comedy', 'Drama', 'Romance']	['1994']	111797	['In Netflix queue']	3.89
233	['Exotica']	['Drama']	['1994']	109759	NULL	3.5
234	['Exit to Eden']	['Comedy']	['1994']	109758	NULL	2.59
235	['Ed Wood']	['Comedy', 'Drama']	['1994']	109707	['movie business']	3.68
236	['French Kiss']	['Action', 'Comedy', 'Romance']	['1995']	113117	NULL	3.48
237	['Forget Paris']	['Comedy', 'Romance']	['1995']	113097	['basketball', 'France', 'infertility']	3.34
238	['Far From Home: The Adventures of Yellow Dog']	['Adventure', 'Children']	['1995']	113028	NULL	4.0
239	['Goofy Movie, A']	['Animation', 'Children', 'Comedy', 'Romance']	['1995']	113198	NULL	3.0
240	['Hideaway']	['Thriller']	['1995']	113303	NULL	2.38
241	['Fluke']	['Children', 'Drama']	['1995']	113089	NULL	4.0
242	['Farinelli: il castrato']	['Drama', 'Musical']	['1994']	109771	NULL	3.6
243	['Gordy']	['Children', 'Comedy', 'Fantasy']	['1995']	113199	NULL	3.0
246	['Hoop Dreams']	['Documentary']	['1994']	110057	['basketball']	4.29
247	['Heavenly Creatures']	['Crime', 'Drama']	['1994']	110005	['Australia']	3.93
248	['Houseguest']	['Comedy']	['1994']	110066	['bad', 'Sinbad']	3.18
249	['Immortal Beloved']	['Drama', 'Romance']	['1994']	110116	['Beethoven']	3.72
250	['Heavyweights (Heavy Weights)']	['Children', 'Comedy']	['1995']	110006	NULL	2.5
251	['Hunted, The']	['Action']	['1995']	113360	NULL	3.0
252	['I.Q.']	['Comedy', 'Romance']	['1994']	110099	['Einstein']	3.45
253	['Interview with the Vampire: The Vampire Chronicles']	['Drama', 'Horror']	['1994']	110148	NULL	3.46
254	['Jefferson in Paris']	['Drama']	['1995']	113463	NULL	3.0
255	['Jerky Boys, The']	['Comedy']	['1995']	110189	NULL	2.07
256	['Junior']	['Comedy', 'Sci-Fi']	['1994']	110216	NULL	2.83
257	['Just Cause']	['Mystery', 'Thriller']	['1995']	113501	['court']	3.5
258	"[""Kid in King Arthur's Court, A""]"	['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']	['1995']	113538	NULL	2.6
259	['Kiss of Death']	['Crime', 'Drama', 'Thriller']	['1995']	113552	NULL	3.2
260	['Star Wars: Episode IV - A New Hope']	['Action', 'Adventure', 'Sci-Fi']	['1977']	76759	['classic', 'space action', 'action', 'sci-fi', 'EPIC', 'great soundtrack', 'classic sci-fi', 'engrossing adventure', 'Nerd', 'space epic', 'oldie but goodie', 'Star Wars', 'ROBOTS AND ANDROIDS', 'space', 'space adventure', 'darth vader', 'luke skywalker', 'space opera']	4.23
261	['Little Women']	['Drama']	['1994']	110367	['Louisa May Alcott']	3.88
262	['Little Princess, A']	['Children', 'Drama']	['1995']	113670	['England', 'Girl Power', 'India']	3.9
263	['Ladybird Ladybird']	['Drama']	['1994']	110296	NULL	4.0
265	['Like Water for Chocolate (Como agua para chocolate)']	['Drama', 'Fantasy', 'Romance']	['1992']	103994	NULL	3.94
266	['Legends of the Fall']	['Drama', 'Romance', 'War', 'Western']	['1994']	110322	NULL	3.4
267	['Major Payne']	['Comedy']	['1995']	110443	NULL	2.94
269	['My Crazy Life (Mi vida loca)']	['Drama']	['1993']	107566	NULL	3.0
270	['Love Affair']	['Drama', 'Romance']	['1994']	110391	NULL	3.4
271	['Losing Isaiah']	['Drama']	['1995']	113691	NULL	3.5
272	['Madness of King George, The']	['Comedy', 'Drama']	['1994']	110428	['England', 'mental illness']	3.76
273	"[""Mary Shelley's Frankenstein (Frankenstein)""]"	['Drama', 'Horror', 'Sci-Fi']	['Frankenstein', '1994']	109836	['gothic']	2.95
274	['Man of the House']	['Comedy']	['1995']	113755	NULL	2.93
275	['Mixed Nuts']	['Comedy']	['1994']	110538	NULL	2.0
276	['Milk Money']	['Comedy', 'Romance']	['1994']	110516	NULL	3.25
277	['Miracle on 34th Street']	['Drama']	['1994']	110527	['Christmas']	3.22
278	['Miami Rhapsody']	['Comedy']	['1995']	113808	NULL	1.5
279	['My Family']	['Drama']	['1995']	113896	['In Netflix queue']	3.0
280	['Murder in the First']	['Drama', 'Thriller']	['1995']	113870	['prison']	4.08
281	"[""Nobody's Fool""]"	['Comedy', 'Drama', 'Romance']	['1994']	110684	NULL	3.79
282	['Nell']	['Drama']	['1994']	110638	['disability', 'twins']	3.34
283	['New Jersey Drive']	['Crime', 'Drama']	['1995']	113967	NULL	3.67
284	['New York Cop (Nyû Yôku no koppu)']	['Action', 'Crime']	['1993']	117169	NULL	4.5
285	['Beyond Bedlam']	['Drama', 'Horror']	['1993']	106402	NULL	4.0
287	['Nina Takes a Lover']	['Comedy', 'Romance']	['1994']	110671	NULL	3.0
288	['Natural Born Killers']	['Action', 'Crime', 'Thriller']	['1994']	110632	['brutality', 'controversial', 'dark comedy', 'psychedelic', 'satire', 'stylized']	3.23
289	['Only You']	['Comedy', 'Romance']	['1994']	110737	NULL	3.56
290	['Once Were Warriors']	['Crime', 'Drama']	['1994']	110729	['In Netflix queue']	4.04
291	['Poison Ivy II']	['Drama', 'Thriller']	['1996']	114151	NULL	2.33
292	['Outbreak']	['Action', 'Drama', 'Sci-Fi', 'Thriller']	['1995']	114069	NULL	3.43
293	['Léon: The Professional (a.k.a. The Professional) (Léon)']	['Action', 'Crime', 'Drama', 'Thriller']	['Léon', '1994']	110413	['assassin', 'Jean Reno', 'hit men', 'Action', 'assassination', 'assassins', 'awkward romance', 'corruption', 'crime', 'disturbing', 'drama', 'French', 'friendship', 'Gary Oldman', 'great acting', 'Guns', 'hitman', 'humorous', 'imdb top 250', 'Lolita theme', 'loneliness', 'love story', 'Luc Besson', 'Natalie Portman', 'organized crime', 'police', 'police corruption', 'quirky', 'sniper', 'tense', 'touching', 'unique']	4.02
294	['Perez Family, The']	['Comedy', 'Romance']	['1995']	114113	NULL	3.0
295	"[""Pyromaniac's Love Story, A""]"	['Comedy', 'Romance']	['1995']	114210	NULL	3.0
296	['Pulp Fiction']	['Comedy', 'Crime', 'Drama', 'Thriller']	['1994']	110912	"['good dialogue', 'great soundtrack', 'non-linear', 'cult film', 'drugs', 'Quentin Tarantino', 'Tarantino', 'hit men', '1990s', 'achronological', 'action', 'action packed', 'aggressive', 'amazing', 'amazing dialogues', 'anthology', 'assassin', 'atmospheric', 'AWESOME', 'bad ass', 'bad language', 'bad-ass', 'bible', 'biblical references', 'big boys with guns', 'big name actors', 'Black comedy', 'black humor', 'black humour', 'blood', 'blood splatters', 'bloody', 'bruce willis', 'brutality', 'casual violence', 'character development', 'characters', 'classic', 'classic movie', 'coke', 'comedy', 'conversation', 'cool', 'cool style', 'crime', 'crime scene scrubbing', 'cult', 'cult classic', 'dance', 'dancing', 'dark', 'dark comedy', 'dark humor', 'dialogue', 'different', 'diner', 'disjointed timeline', 'disturbing', 'drama', 'drug overdose', 'drugs & music', 'ensemble cast', 'entertaining', 'entirely dialogue', 'episodic', 'exciting', 'fast paced', 'fast-paced', 'film noir', 'film-noir', 'foul language', 'fun', 'funny', 'gangster', 'gangsters', 'genius', 'golden watch', 'good music', 'gore', 'great acting', 'great dialogue', 'gritty', 'guns', 'Harvey Keitel', 'heroin', 'Highly quotable', 'hitman', 'homosexuality', 'humour', 'iconic', 'imdb top 250', 'innovative', 'intellectual', 'intelligent', 'intense', 'interesting', 'intertwining storylines', 'interwoven storylines', 'ironic', 'irony', 'John Travolta', 'killer-as-protagonist', 'los angeles', 'Mafia', 'masterpiece', 'meaningless violence', 'milkshake', 'mobster', 'mobsters', 'monologue', 'motherfucker', 'multiple stories', 'multiple storylines', 'neo-noir', 'noir', 'non-linear timeline', 'nonlinear', 'nonlinear narrative', 'nonlinear storyline', 'nonlinear timeline', 'notable soundtrack', 'offensive', 'organised crime', 'organized crime', 'original', 'original plot', 'out of order', ""Palme d'Or"", 'parody', 'philosophical', 'pop culture references', 'psychological', 'pulp', 'quirky', 'Quotable', 'r:disturbing violent content including rape', 'r:disturbing violent images', 'r:graphic sexuality', 'r:some violence', 'r:strong bloody violence', 'r:strong language', 'r:sustained strong stylized violence', 'r:violence', 'random', 'rape', 'retro', 'Roger Avary', 'royal with cheese', 'Samuel L. Jackson', 'sarcasm', 'satire', 'sexy', 'smart writing', 'sophisticated', 'soundtrack', 'splatter', 'Steve Buscemi', 'storytelling', 'stylish', 'stylized', 'suspense', 'thought-provoking', 'thriller', 'travolta', 'twist ending', 'Uma Thurman', 'unique', 'unpredictable', 'unusual', 'very funny', 'violence', 'violent', 'witty']"	4.2
298	['Pushing Hands (Tui shou)']	['Drama']	['1992']	105652	NULL	2.0
299	['Priest']	['Drama']	['1994']	110889	NULL	4.0
300	['Quiz Show']	['Drama']	['1994']	110932	['TV']	3.52
301	['Picture Bride (Bijo photo)']	['Drama', 'Romance']	['1994']	114129	NULL	4.0
302	['Queen Margot (Reine Margot, La)']	['Drama', 'Romance']	['1994']	110963	NULL	3.2
303	['Quick and the Dead, The']	['Action', 'Thriller', 'Western']	['1995']	114214	NULL	2.95
304	['Roommates']	['Comedy', 'Drama']	['1995']	114296	NULL	3.67
305	['Ready to Wear (Pret-A-Porter)']	['Comedy']	['1994']	110907	NULL	2.83
306	['Three Colors: Red (Trois couleurs: Rouge)']	['Drama']	['1994']	111495	NULL	4.22
